Mark;Site;Longit_d;Latit_d;Altit_d;X_m;Y_m;Z_m;Country;Section
DAR5;DARP;75.04121;40.78187;3103.695;1249011.930;4674820.312;4146137.808;Kyrgyzstan;
DAR6;DARP;75.04121;40.78187;3103.435;1249011.057;4674819.867;4146138.171;Kyrgyzstan;
DARP;DARP;75.04128;40.78188;3104.391;1249005.989;4674821.321;4146139.567;Kyrgyzstan;
DAR4;DARP;75.04128;40.78191;3105.685;1249005.387;4674820.251;4146142.901;Kyrgyzstan;
DART;DART;72.28602;39.57266;2701.081;1498554.116;4691638.160;4043245.270;Kyrgyzstan;
DAT5;DART;72.28602;39.57267;2701.556;1498554.586;4691637.520;4043246.580;Kyrgyzstan;
DAT4;DART;72.28604;39.57267;2701.450;1498552.634;4691637.873;4043246.670;Kyrgyzstan;
DEGE;DEGE;75.76603;43.24500;1306.804;1144409.486;4511411.426;4348264.065;Kazakhstan;
DEN5;DENA;67.88024;38.23515;477.210;1889007.552;4647454.219;3926277.256;Uzbekistan;
DENA;DENA;67.88027;38.23517;477.442;1889004.808;4647454.524;3926278.571;Uzbekistan;
DEN4;DENA;67.88029;38.23518;477.225;1889002.453;4647454.336;3926279.572;Uzbekistan;
DHBA;DHBA;87.49799;43.74472;1053.254;201504.231;4611494.791;4388372.577;China;
DJA4;DJAD;76.49788;41.24494;2707.969;1121816.678;4671940.766;4184699.469;Kyrgyzstan;
DJAD;DJAD;76.49789;41.24496;2707.536;1121815.027;4671938.675;4184701.566;Kyrgyzstan;
DJAN;DJAN;66.25136;38.33258;881.256;2017776.944;4586038.968;3935016.527;Uzbekistan;
DJN5;DJAN;66.25129;38.33259;881.943;2017782.508;4586036.228;3935017.966;Uzbekistan;
DJN4;DJAN;66.25132;38.33261;882.075;2017779.076;4586035.811;3935020.409;Uzbekistan;
DJD4;DJDK;71.79602;40.10848;1794.909;1526493.879;4641770.287;4088361.446;Kyrgyzstan;
DJD5;DJDK;71.79595;40.10851;1793.889;1526498.653;4641765.160;4088363.869;Kyrgyzstan;
DJDK;DJDK;71.79600;40.10851;1794.710;1526495.300;4641767.535;4088363.730;Kyrgyzstan;
DJEK;DJEK;73.95619;41.89545;3049.869;1314711.803;4571748.390;4239003.487;Kyrgyzstan;
DJE4;DJEK;73.95618;41.89547;3049.865;1314712.551;4571746.303;4239005.495;Kyrgyzstan;
DJR4;DJRG;74.46918;40.98698;2913.658;1291588.599;4647607.381;4163243.076;Kyrgyzstan;
DNG5;DNGU;73.61939;40.92516;1410.818;1361324.647;4631170.942;4157071.163;Kyrgyzstan;
DNGU;DNGU;73.61927;40.92517;1410.256;1361334.419;4631166.999;4157071.504;Kyrgyzstan;
DNG4;DNGU;73.61939;40.92519;1410.473;1361324.227;4631168.181;4157073.810;Kyrgyzstan;
DOR4;DORD;79.87651;43.37961;1387.763;816295.422;4571795.165;4359202.543;Kazakhstan;
DRB4;DRBL;69.12815;41.55198;406.778;1703175.574;4466759.695;4208764.375;Kazakhstan;
DSO4;DSO4;78.66770;43.43217;1083.299;911728.428;4549404.291;4363237.345;Kazakhstan;
DUK4;DUKA;70.08162;41.10210;1307.132;1640083.732;4526139.262;4171837.082;Uzbekistan;
DUKA;DUKA;70.08156;41.10214;1306.945;1640087.177;4526134.822;4171840.304;Uzbekistan;
DYU6;DYUD;74.36614;41.47563;2075.025;1290131.491;4610211.495;4203518.908;Kyrgyzstan;
DYUD;DYUD;74.36616;41.47564;2075.238;1290130.291;4610211.286;4203519.871;Kyrgyzstan;
DYU4;DYUD;74.36619;41.47566;2075.840;1290127.844;4610211.143;4203521.626;Kyrgyzstan;
DYU5;DYUD;74.36620;41.47567;2076.147;1290126.481;4610210.780;4203522.907;Kyrgyzstan;
DZHA;DZHA;77.17142;42.72350;2157.026;1042328.023;4577253.660;4306450.446;Kyrgyzstan;
EGA4;EGAR;76.36673;43.00534;2463.717;1101539.213;4541675.439;4329615.935;Kazakhstan;
EME4;EMEL;74.45159;41.82108;2057.295;1276414.292;4587545.241;4232186.031;Kyrgyzstan;
EMEL;EMEL;74.45161;41.82108;2056.846;1276412.428;4587545.427;4232185.856;Kyrgyzstan;
ESE4;ESEK;80.30752;43.06082;2369.280;786085.499;4602425.707;4334058.118;Kazakhstan;
GAK5;GAKJ;84.93050;48.22092;560.106;376237.397;4241148.508;4733695.922;Kazakhstan;
GAKJ;GAKJ;84.93057;48.22097;560.428;376231.718;4241145.684;4733699.387;Kazakhstan;
GAK4;GAKJ;84.93062;48.22097;560.621;376228.100;4241145.967;4733699.530;Kazakhstan;
GARM;GARM;70.31667;39.00648;1303.846;1671943.327;4673840.751;3993695.982;Tajikistan;
GAZE;GAZE;75.47865;38.85268;1972.726;1247470.739;4816205.295;3980831.045;China;
GBL4;GBL4;78.78656;43.66366;680.416;898785.377;4533616.145;4381603.275;Kazakhstan;
GCHA;GCHA;73.39418;41.77015;1027.566;1361710.374;4566088.030;4227281.735;Kyrgyzstan;
GCH5;GCHA;73.39413;41.77016;1026.349;1361713.919;4566085.588;4227281.388;Kyrgyzstan;
GCH4;GCHA;73.39418;41.77016;1027.427;1361709.716;4566087.238;4227282.581;Kyrgyzstan;
GEOR;GEOR;74.75432;42.99323;644.392;1228788.860;4508483.720;4327391.684;Kazakhstan;
GKO4;GKO4;76.72470;42.17114;1862.804;1087445.910;4609092.805;4260962.070;Kyrgyzstan;
GKU4;GKUL;78.92126;43.03907;1971.490;897460.908;4583394.822;4332020.705;Kazakhstan;
GSO4;GSOG;78.62069;43.54619;822.488;913703.293;4539921.712;4372249.096;Kazakhstan;
GTA4;GTAS;77.13883;42.07073;2700.013;1055907.941;4624733.264;4253247.622;Kyrgyzstan;
GTAS;GTAS;77.13883;42.07074;2700.198;1055906.594;4624732.219;4253249.351;Kyrgyzstan;
GUAO;GUAO;87.17731;43.47111;2028.710;228379.045;4631946.917;4367028.479;China;
HANK;HANK;71.49689;40.31816;625.532;1545654.365;4618630.774;4105391.137;Uzbekistan;
HAN5;HANK;71.49687;40.31818;625.783;1545655.484;4618629.133;4105392.887;Uzbekistan;
HAN4;HANK;71.49685;40.31820;625.935;1545656.748;4618627.313;4105394.683;Uzbekistan;
HODJ;HODJ;77.47774;42.76206;1857.105;1017163.424;4579706.600;4309393.138;Kyrgyzstan;
HOD4;HODJ;77.47776;42.76206;1857.057;1017161.724;4579706.450;4309393.608;Kyrgyzstan;
HOD5;HODJ;77.47778;42.76210;1858.102;1017159.864;4579704.903;4309397.217;Kyrgyzstan;
HSTO;HSTO;87.54470;43.84730;791.567;197398.597;4603586.609;4396419.655;China;
HUM5;HUM4;69.94296;41.69743;885.428;1635926.248;4480782.059;4221160.472;Uzbekistan;
HUM4;HUM4;69.94297;41.69746;885.807;1635925.041;4480780.048;4221163.628;Uzbekistan;
I022;I022;86.86713;44.18342;476.994;250396.046;4574789.067;4423062.876;China;
I023;I023;86.22340;44.29449;406.482;301205.416;4563046.065;4431854.999;China;
I026;I026;87.17087;43.26530;2061.715;229676.174;4647632.538;4350423.517;China;
I028;I028;86.36309;42.35039;1088.985;299512.158;4712163.367;4275181.236;China;
I040;I040;81.03190;44.96812;1311.960;704757.758;4465755.639;4485769.361;China;
I041;I041;82.12806;44.90013;424.777;619842.185;4483085.303;4479793.424;China;
I042;I042;82.92806;44.62258;245.048;559846.478;4512730.255;4457765.694;China;
I043;I043;83.91138;44.47201;441.995;483579.025;4533484.481;4445979.217;China;
I044;I044;84.86712;44.35190;620.494;408740.211;4550350.374;4436569.459;China;
I045;I045;84.33380;43.65166;2299.805;456534.842;4601348.824;4381756.368;China;
I046;I046;82.51237;43.78853;1046.788;601067.960;4573191.669;4391884.199;China;
I047;I047;81.38501;43.93530;627.327;689190.746;4549008.025;4403352.547;China;
MZTG;I048;80.86554;38.45107;1138.526;794130.633;4938903.388;3945485.021;China;
I048;I048;80.85946;44.06492;616.923;729296.566;4532608.855;4413706.707;China;
I050;I050;82.22475;43.47155;723.385;627273.453;4593965.346;4366166.158;China;
I051;I051;84.54152;43.26862;1922.547;442608.830;4631850.200;4350597.261;China;
I052;I052;81.12528;43.14168;1805.872;719308.457;4606702.919;4340234.371;China;
I053;I053;84.15657;43.02901;2402.112;475608.795;4647236.742;4331497.252;China;
I055;I055;81.80280;41.81490;1229.045;678918.324;4712998.559;4231122.273;China;
I056;I056;84.24524;41.78034;915.531;477687.508;4739963.370;4228051.171;China;
I057;I057;82.96947;41.71473;1006.826;583704.262;4733036.520;4222674.186;China;
I058;I058;82.34579;41.48505;939.686;637437.149;4743140.959;4203550.720;China;
I060;I060;82.78542;41.21634;919.107;603500.218;4767439.591;4181131.660;China;
AKSU;I061;80.23866;41.14317;1047.264;815668.079;4741283.210;4175098.917;China;
I061;I061;80.23866;41.14317;1047.278;815667.906;4741283.186;4175098.988;China;
AWAT;I062;80.39246;40.64296;987.709;809000.983;4779272.151;4133061.734;China;
I062;I062;80.39246;40.64296;987.694;809000.805;4779272.139;4133061.814;China;
I063;I063;84.33716;40.21682;879.597;481320.732;4854064.174;4096966.729;China;
I064;I064;83.60980;39.01511;1040.144;552386.114;4932244.084;3994275.010;China;
I065;I065;83.15905;38.25744;1140.442;597435.846;4979972.717;3928628.621;China;
I067;I067;82.69583;37.04633;1371.250;648142.215;5056622.146;3822324.646;China;
I068;I068;81.66431;36.83979;1366.220;741065.930;5057764.356;3803997.905;China;
AKQI;I072;78.45139;40.94160;1946.105;966224.612;4728605.418;4158801.823;China;
I072;I072;78.45139;40.94160;1945.987;966224.533;4728605.555;4158801.999;China;
I073;I073;79.03528;40.50338;1115.158;923907.140;4768763.695;4121370.708;China;
KALP;I073;79.03528;40.50338;1115.132;923907.212;4768764.483;4121369.089;China;
KELP;I073;79.03528;40.50338;1115.125;923907.119;4768764.465;4121369.121;China;
I073;I073;79.03528;40.50339;1115.542;923906.779;4768764.423;4121369.250;China;
HAEJ;I074;76.88892;40.20440;1586.782;1111704.522;4753411.512;4093551.106;China;
I074;I074;76.88892;40.20440;1626.545;1106825.629;4752136.834;4096395.064;China;
I075;I075;78.03688;39.71398;1088.175;1018562.555;4807173.493;4054302.462;China;
KALA;I075;78.03688;39.71398;1088.113;1018562.646;4807173.312;4054302.266;China;
I076;I076;78.54008;39.77649;1071.589;975420.495;4811570.822;4059629.465;China;
I077;I077;76.51240;39.80626;1173.742;1144578.928;4772064.735;4062234.591;China;
SUGU;I077;76.51240;39.80626;1173.665;1144579.072;4772064.683;4062234.455;China;
I078;I078;75.25018;39.71807;2136.047;1251204.426;4752466.832;4055321.522;China;
WUQI;I078;75.25018;39.71807;2136.045;1251204.588;4752466.816;4055321.436;China;
I079;I079;76.73425;39.49699;1159.669;1131119.930;4797781.055;4035782.821;China;
JIAS;I079;76.73425;39.49699;1159.526;1131119.992;4797780.820;4035782.597;China;
AKTC;I081;75.89870;39.19550;1272.122;1206156.458;4801446.245;4009964.165;China;
I081;I081;75.89870;39.19550;1272.133;1206156.400;4801446.403;4009964.346;China;
I082;I082;77.62400;38.90355;1128.022;1065402.115;4855422.942;3984698.110;China;
QIAE;I083;76.02680;38.34071;2904.826;1210077.230;4863043.985;3936978.238;China;
I083;I083;76.17408;38.93539;1249.000;1187410.279;4824844.501;3987525.396;China;
I084;I084;77.27711;38.17394;1223.678;1105910.797;4898187.928;3921395.902;China;
ZEPU;I084;77.27711;38.17394;1223.664;1105910.824;4898187.759;3921395.737;China;
I086;I086;78.24623;37.55870;1391.608;1031474.537;4957366.659;3867580.291;China;
PISH;I086;78.24623;37.55870;1391.641;1031474.565;4957367.482;3867578.635;China;
HETI;I087;79.96367;37.09796;1327.547;887832.734;5016542.920;3826870.697;China;
I087;I087;79.96367;37.09796;1327.567;887832.572;5016542.884;3826870.777;China;
I089;I089;74.33638;39.84188;2466.955;1324531.350;4723681.361;4066101.639;China;
ULUG;I089;74.33638;39.84188;2467.227;1324531.395;4723681.127;4066101.450;China;
BULU;I090;74.95093;38.66239;3270.576;1295474.443;4818264.614;3965164.183;China;
I090;I090;74.95093;38.66239;3270.055;1295474.436;4818264.810;3965164.394;China;
I368;I368;85.49971;43.11342;2863.607;366070.154;4651057.432;4338665.603;China;
IV7A;I7AA;74.71447;42.72345;1295.297;1237425.348;4527755.227;4305861.100;Kyrgyzstan;
IV8A;I8AA;74.83732;42.75706;958.973;1226986.610;4527713.016;4308376.019;Kyrgyzstan;
I8AA;I8AA;74.83740;42.75722;956.162;1226976.314;4527701.170;4308387.243;Kyrgyzstan;
IA14;IA14;74.85472;42.66526;1730.096;1227566.636;4535311.094;4301404.062;Kyrgyzstan;
IAT1;IAT1;74.85005;42.65764;1809.522;1228101.478;4535820.973;4300835.519;Kyrgyzstan;
IAT3;IAT3;74.85023;42.66034;1785.570;1228029.453;4535611.501;4301040.026;Kyrgyzstan;
IAT5;IAT5;74.85461;42.66049;1759.884;1227675.063;4535676.469;4301034.562;Kyrgyzstan;
IAT7;IAT7;74.85442;42.65763;1779.136;1227749.760;4535893.874;4300814.049;Kyrgyzstan;
IAT9;IAT9;74.85233;42.65906;1781.697;1227887.862;4535746.715;4300932.657;Kyrgyzstan;
IATA;IATA;74.84065;42.65309;1911.786;1228955.528;4536022.977;4300532.499;Kyrgyzstan;
ICH5;ICHK;76.50678;42.08369;2050.370;1106521.213;4611396.922;4253881.152;Kyrgyzstan;
ICHK;ICHK;76.50679;42.08371;2049.998;1106520.517;4611394.864;4253883.007;Kyrgyzstan;
ICH4;ICHK;76.50681;42.08371;2050.938;1106518.541;4611396.273;4253883.396;Kyrgyzstan;
IIRS;IIRS;74.16211;42.31350;2393.905;1289638.863;4546010.918;4273029.652;Kyrgyzstan;
IIR5;IIRS;74.16211;42.31352;2394.515;1289638.892;4546010.144;4273031.356;Kyrgyzstan;
IIR4;IIRS;74.16211;42.31353;2394.457;1289638.226;4546009.142;4273032.567;Kyrgyzstan;
IK01;IK01;74.77106;42.65474;1801.625;1234410.384;4534328.517;4300593.041;Kyrgyzstan;
IK02;IK02;74.76307;42.66694;1680.238;1234777.075;4533184.474;4301507.235;Kyrgyzstan;
IK03;IK03;74.76120;42.68302;1554.791;1234582.578;4531886.417;4302736.035;Kyrgyzstan;
IK04;IK04;74.75723;42.68846;1522.644;1234781.988;4531382.694;4303158.725;Kyrgyzstan;
IK05;IK05;74.76737;42.66147;1737.869;1234556.255;4533714.739;4301100.088;Kyrgyzstan;
IK06;IK06;74.76719;42.67500;1611.377;1234278.115;4532638.467;4302119.355;Kyrgyzstan;
IKZ5;IKIZ;73.79600;39.65420;3141.830;1372887.548;4724277.289;4050504.415;Kyrgyzstan;
IKZ4;IKIZ;73.79602;39.65420;3142.000;1372885.795;4724278.039;4050504.404;Kyrgyzstan;
IKIZ;IKIZ;73.79601;39.65422;3141.683;1372886.326;4724276.482;4050505.531;Kyrgyzstan;
ILI4;ILI0;78.18820;43.95269;855.901;941556.747;4502344.220;4404902.723;Kazakhstan;
IN10;IN10;79.81709;42.16551;3398.034;837495.988;4662577.573;4261529.342;Kazakhstan;
XINB;INC1;87.64951;43.83031;788.334;189030.675;4605244.528;4395055.223;China;
INC1;INC1;86.53363;44.07784;788.279;277518.741;4581523.708;4414751.451;China;
INC2;INC1;86.53363;44.07784;636.231;583652.117;4536109.391;4432187.122;China;
INC3;INC3;82.63402;45.36667;886.568;575559.437;4452258.929;4516701.546;China;
INT1;INT1;74.79196;42.66079;1764.671;1232629.264;4534313.175;4301061.999;Kyrgyzstan;
INT2;INT2;74.78759;42.66328;1726.947;1232918.723;4534011.269;4301240.053;Kyrgyzstan;
INT3;INT3;74.79239;42.66407;1730.823;1232523.761;4534060.099;4301307.079;Kyrgyzstan;
INT4;INT4;74.79057;42.66234;1743.167;1232704.348;4534154.861;4301174.667;Kyrgyzstan;
INY4;INYL;79.06994;42.01464;2562.182;900236.496;4661686.255;4248526.655;Kyrgyzstan;
INYL;INYL;79.07097;42.01560;2564.658;900139.509;4661634.238;4248607.796;Kyrgyzstan;
INY6;INYL;79.07117;42.01630;2567.522;900113.583;4661588.427;4248667.234;Kyrgyzstan;
INY5;INYL;79.07112;42.01644;2567.022;900115.926;4661576.814;4248678.646;Kyrgyzstan;
IP02;IP02;74.68644;42.68283;1571.288;1240501.348;4530296.872;4302732.122;Kyrgyzstan;
IP03;IP03;74.68302;42.68217;1525.634;1240776.576;4530238.870;4302646.613;Kyrgyzstan;
IP04;IP04;74.68176;42.68388;1513.595;1240839.522;4530078.444;4302778.601;Kyrgyzstan;
IP05;IP05;74.67706;42.68230;1393.760;1241219.340;4530006.152;4302568.621;Kyrgyzstan;
ISA5;ISAT;74.91081;42.61078;1761.877;1224199.241;4540492.242;4296972.514;Kyrgyzstan;
ISA4;ISAT;74.91080;42.61081;1761.441;1224200.099;4540489.254;4296974.757;Kyrgyzstan;
ISAT;ISAT;74.91082;42.61082;1761.789;1224198.164;4540489.438;4296975.607;Kyrgyzstan;
ISH4;ISHT;78.20971;41.60077;3498.263;976528.872;4678340.079;4214870.353;Kyrgyzstan;
ISH5;ISHT;78.20971;41.60077;3498.263;976510.552;4678344.749;4214868.422;Kyrgyzstan;
ISH6;ISHT;78.20971;41.60077;3498.263;976525.735;4678342.631;4214867.067;Kyrgyzstan;
ISHT;ISHT;78.20987;41.60078;3498.224;976517.766;4678341.294;4214871.758;Kyrgyzstan;
ISY5;ISYK;77.49045;43.26077;1712.082;1007936.108;4542922.141;4349817.763;Kazakhstan;
ISY4;ISYK;77.49039;43.26079;1712.225;1007940.988;4542920.013;4349819.070;Kazakhstan;
ISYK;ISYK;77.49040;43.26079;1711.158;1007940.914;4542919.152;4349818.790;Kazakhstan;
ISY6;ISYK;77.49040;43.26082;1712.432;1007939.781;4542917.881;4349821.850;Kazakhstan;
IV01;IV01;74.49486;42.82196;810.500;1252688.138;4515473.623;4313566.603;Kyrgyzstan;
IV02;IV02;74.67695;42.85219;777.155;1237721.330;4517205.749;4316007.017;Kyrgyzstan;
I03A;IV03;74.77351;42.80110;808.673;1231126.381;4523030.793;4311865.276;Kyrgyzstan;
IV03;IV03;74.77262;42.80154;809.472;1231188.154;4522980.484;4311901.355;Kyrgyzstan;
I04A;IV04;74.86749;42.81081;780.018;1223509.177;4524316.059;4312637.283;Kyrgyzstan;
IV04;IV04;74.86749;42.81085;779.982;1223508.569;4524313.168;4312640.426;Kyrgyzstan;
IV05;IV05;75.03231;42.75392;944.103;1211634.697;4532084.383;4308110.074;Kyrgyzstan;
IV06;IV06;74.62535;42.75265;1110.748;1243846.193;4523571.215;4308119.030;Kyrgyzstan;
IV07;IV07;74.70044;42.75780;1163.331;1237824.295;4524859.704;4308575.243;Kyrgyzstan;
IV08;IV08;74.79229;42.73118;1214.885;1231106.113;4528811.861;4306438.041;Kyrgyzstan;
IV09;IV09;74.88194;42.71109;1341.907;1224437.693;4532285.171;4304883.803;Kyrgyzstan;
I09A;IV09;74.88159;42.71179;1330.758;1224446.686;4532218.560;4304936.488;Kyrgyzstan;
I09A;IV09;74.88161;42.71181;1332.101;1224449.104;4532218.566;4304933.789;Kyrgyzstan;
I10A;IV10;75.04435;42.66962;1289.226;1212381.244;4538718.360;4301461.810;Kyrgyzstan;
IV10;IV10;75.04438;42.67046;1290.078;1212362.773;4538658.399;4301531.080;Kyrgyzstan;
IV11;IV11;75.15099;42.64638;1423.069;1204405.432;4542753.351;4299653.596;Kyrgyzstan;
IV12;IV12;75.29200;42.67733;1241.116;1192598.379;4543320.920;4302055.753;Kyrgyzstan;
IV13;IV13;74.42088;42.78406;921.261;1259308.100;4516686.973;4310552.020;Kyrgyzstan;
IV14;IV14;74.58380;42.65939;2302.528;1249227.399;4530288.110;4301312.014;Kyrgyzstan;
IV15;IV15;74.75558;42.68182;1570.733;1235053.990;4531863.915;4302648.714;Kyrgyzstan;
IV16;IV16;74.90016;42.66567;1672.601;1223955.969;4536216.104;4301399.064;Kyrgyzstan;
IV17;IV17;75.02623;42.60708;1509.691;1215074.913;4543039.037;4296498.609;Kyrgyzstan;
IV18;IV18;74.06874;42.68280;1305.361;1289216.406;4516474.780;4302548.794;Kyrgyzstan;
IV19;IV19;74.26158;42.66335;1393.149;1274422.568;4522259.845;4301019.985;Kyrgyzstan;
IV20;IV20;74.48527;42.65509;1639.016;1256972.210;4527974.752;4300511.230;Kyrgyzstan;
IV21;IV21;74.48343;42.59172;1917.339;1258448.721;4532726.135;4295518.327;Kyrgyzstan;
IV22;IV22;74.76733;42.66145;1736.482;1234559.456;4533714.833;4301097.033;Kyrgyzstan;
IV23;IV23;74.65719;42.75839;1111.897;1241217.845;4523842.709;4308590.371;Kyrgyzstan;
I23A;IV23;74.65718;42.75842;1111.806;1241218.134;4523842.669;4308590.331;Kyrgyzstan;
IV24;IV24;74.77179;42.77671;1011.514;1231784.947;4524913.746;4310014.246;Kyrgyzstan;
I24A;IV24;74.77184;42.77673;1011.095;1231780.080;4524913.560;4310015.180;Kyrgyzstan;
I25A;IV25;74.92507;42.77629;837.514;1219650.545;4528100.448;4309861.456;Kyrgyzstan;
IV25;IV25;74.92505;42.77632;837.364;1219650.979;4528097.522;4309864.172;Kyrgyzstan;
IV26;IV26;74.94949;42.74295;1007.126;1218405.516;4531168.574;4307257.217;Kyrgyzstan;
I26A;IV26;74.94953;42.74295;1006.955;1218402.099;4531169.070;4307257.412;Kyrgyzstan;
IV27;IV27;75.13305;42.71816;1052.133;1204370.854;4536886.946;4305264.665;Kyrgyzstan;
I27A;IV27;75.13299;42.71818;1051.911;1204375.003;4536884.354;4305265.901;Kyrgyzstan;
I28A;IV28;74.93450;42.82977;752.282;1217839.486;4524341.780;4314163.469;Kyrgyzstan;
IV28;IV28;74.93440;42.83025;758.467;1217838.616;4524309.266;4314206.681;Kyrgyzstan;
IV29;IV29;74.73104;42.86006;708.992;1233286.562;4517750.524;4316601.820;Kyrgyzstan;
I29A;IV29;74.73100;42.86007;708.983;1233289.732;4517748.849;4316602.218;Kyrgyzstan;
I30A;IV30;74.69300;42.94554;623.310;1234562.297;4510634.658;4323499.450;Kyrgyzstan;
IV30;IV30;74.69304;42.94557;623.423;1234558.702;4510632.917;4323502.427;Kyrgyzstan;
I31A;IV31;74.86784;42.92741;679.559;1221161.263;4515745.125;4322063.174;Kyrgyzstan;
IV31;IV31;74.86785;42.92744;679.673;1221160.978;4515745.214;4322063.226;Kyrgyzstan;
I32A;IV32;74.63738;42.63982;1990.154;1245319.636;4532653.091;4299501.393;Kyrgyzstan;
IV32;IV32;74.63736;42.63986;1990.348;1245321.000;4532649.893;4299504.634;Kyrgyzstan;
I33A;IV33;74.62238;42.71954;1257.150;1244771.129;4526017.530;4305516.397;Kyrgyzstan;
IV33;IV33;74.62243;42.71954;1256.581;1244766.973;4526018.108;4305516.146;Kyrgyzstan;
I34A;IV34;74.50998;42.78538;962.685;1252264.132;4518572.792;4310688.195;Kyrgyzstan;
IV34;IV34;74.50998;42.78542;962.467;1252262.575;4518569.882;4310691.353;Kyrgyzstan;
I35A;IV35;74.62249;42.80900;873.756;1242897.908;4519241.067;4312553.592;Kyrgyzstan;
IV35;IV35;74.62247;42.80904;873.773;1242898.830;4519237.907;4312556.644;Kyrgyzstan;
I36A;IV36;74.64569;42.66971;1494.840;1243970.551;4530312.248;4301608.266;Kyrgyzstan;
IV36;IV36;74.64572;42.66972;1494.991;1243967.719;4530312.668;4301608.851;Kyrgyzstan;
I37A;IV37;75.13540;42.58941;1600.772;1206774.196;4546694.884;4295115.452;Kyrgyzstan;
IV37;IV37;75.13538;42.58942;1601.530;1206775.966;4546694.210;4295116.787;Kyrgyzstan;
IV8B;IV8B;74.77511;42.70379;1385.825;1233040.539;4530556.073;4304315.366;Kyrgyzstan;
IVA1;IVA1;74.85014;42.65767;1807.424;1228093.685;4535819.343;4300836.384;Kyrgyzstan;
IVA2;IVA2;74.85034;42.66050;1782.257;1228017.518;4535600.138;4301050.457;Kyrgyzstan;
IVA3;IVA3;74.85456;42.66052;1758.397;1227678.440;4535672.222;4301035.894;Kyrgyzstan;
IVA4;IVA4;74.85450;42.65764;1777.236;1227743.298;4535893.447;4300813.551;Kyrgyzstan;
IVN1;IVN1;74.79092;42.66143;1752.069;1232695.839;4534235.070;4301106.250;Kyrgyzstan;
IVN2;IVN2;74.78952;42.66288;1730.490;1232774.544;4534084.599;4301209.560;Kyrgyzstan;
IVN3;IVN3;74.79163;42.66376;1729.210;1232589.453;4534065.041;4301280.839;Kyrgyzstan;
IVN4;IVN4;74.79227;42.66158;1754.117;1232586.528;4534255.017;4301119.512;Kyrgyzstan;
IYG5;IYGL;77.85346;42.79515;1944.596;986598.050;4583899.177;4312151.851;Kyrgyzstan;
IYGL;IYGL;77.85351;42.79516;1944.344;986593.890;4583899.551;4312152.043;Kyrgyzstan;
IYG4;IYGL;77.85357;42.79517;1944.960;986589.492;4583900.048;4312153.413;Kyrgyzstan;
JAM6;JAMB;71.52582;42.90766;879.819;1482855.111;4438432.877;4320592.310;Kazakhstan;
JAM5;JAMB;71.52587;42.90767;879.771;1482851.573;4438432.974;4320593.331;Kazakhstan;
JAM4;JAMB;71.52584;42.90769;879.298;1482853.185;4438430.705;4320594.419;Kazakhstan;
JAMB;JAMB;71.52614;42.90781;882.582;1482828.363;4438432.117;4320606.633;Kazakhstan;
JAP4;JAPA;78.68144;43.25406;1478.110;913360.316;4563224.853;4349114.179;Kazakhstan;
JAR5;JART;74.06685;42.45499;2199.715;1294246.767;4533531.266;4284511.856;Kyrgyzstan;
JAR4;JART;74.06691;42.45501;2198.680;1294240.933;4533530.060;4284513.338;Kyrgyzstan;
JART;JART;74.06699;42.45502;2194.987;1294233.580;4533528.665;4284511.544;Kyrgyzstan;
JB47;JB47;83.25679;43.39763;1023.632;545116.175;4610343.355;4360407.607;China;
JET4;JETY;78.27378;42.29651;2283.793;960610.045;4627943.092;4271558.774;Kyrgyzstan;
JET6;JETY;78.27484;42.29658;2274.654;960522.205;4627948.617;4271558.896;Kyrgyzstan;
JETY;JETY;78.27501;42.29715;2283.423;960501.470;4627916.131;4271611.179;Kyrgyzstan;
JET5;JETY;78.27501;42.29736;2286.464;960498.363;4627903.052;4271630.806;Kyrgyzstan;
JJO4;JJOL;75.33431;43.01096;1382.568;1182885.000;4519913.578;4329335.163;Kazakhstan;
JKT5;JKTY;76.48712;42.17858;2089.061;1106457.924;4604167.761;4261726.192;Kyrgyzstan;
JKTY;JKTY;76.48708;42.17860;2089.262;1106460.424;4604165.367;4261728.420;Kyrgyzstan;
JKT4;JKTY;76.48707;42.17862;2089.016;1106460.787;4604163.501;4261729.957;Kyrgyzstan;
JKU4;JKUL;80.13933;42.40240;2869.605;808159.176;4649383.336;4280644.887;Kazakhstan;
JLK5;JLKL;73.68563;40.63658;1459.140;1361861.451;4652870.078;4132831.270;Kyrgyzstan;
JLKL;JLKL;73.68563;40.63660;1459.155;1361861.695;4652868.958;4132832.512;Kyrgyzstan;
JLK4;JLKL;73.68563;40.63661;1460.155;1361861.411;4652868.805;4132834.246;Kyrgyzstan;
JLK6;JLKL;73.68565;40.63661;1459.672;1361859.278;4652868.987;4132833.997;Kyrgyzstan;
JNI4;JNIS;78.22358;43.10416;2151.240;952222.504;4567419.884;4337427.464;Kazakhstan;
JRU5;JRUY;76.77330;42.10853;2036.159;1084633.476;4614682.378;4255919.870;Kyrgyzstan;
JRU4;JRUY;76.77332;42.10857;2037.268;1084630.827;4614680.844;4255923.851;Kyrgyzstan;
JRUY;JRUY;76.77335;42.10858;2037.810;1084628.545;4614680.676;4255925.423;Kyrgyzstan;
JUA6;JUAN;75.64527;42.10496;1931.795;1175317.265;4592618.307;4255555.270;Kyrgyzstan;
JUAN;JUAN;75.64527;42.10497;1931.079;1175316.935;4592617.211;4255556.709;Kyrgyzstan;
