Mark;Site;Longit_d;Latit_d;Altit_m;X_m;Y_m;Z_m;Country
SEX4;SEXE;78.74166;43.89988;626.78353;898784.4802;4515060.155;4400517.166;Kazakhstan
SGD4;SGD4;78.81304;43.42999;1130.82507;900224.1164;4551900.087;4363093.631;Kazakhstan
SHA1;SHAS;75.31547;42.62071;2171.54421;1191988.883;4548593.607;4298062.053;Kazakhstan
SHA4;SHAM;75.3974;42.6221;1475.82203;1185328.485;4549697.13;4297704.117;Kazakhstan
SHA5;SHAM;75.39743;42.62212;1475.83671;1185325.258;4549696.575;4297705.635;Kazakhstan
SHA6;SHAM;75.39747;42.62205;1476.16605;1185322.874;4549702.235;4297700.507;Kazakhstan
SHAB;SHAB;72.07951;39.86065;1609.674;1508907.505;4665959.64;4067152.778;Kyrgyzstan
SHAC;SHAC;77.24778;38.41191;1178.38363;1104796.228;4881617.715;3942104.014;China
SHAL;SHAL;82.54949;49.47044;624.70066;538546.7356;4118149.646;4825195.83;Kazakhstan
SHAM;SHAM;75.39743;42.62207;1475.97907;1185326.617;4549700.062;4297701.836;Kazakhstan
SHAS;SHAS;75.31547;42.62071;2171.52149;1191988.832;4548593.61;4298062.034;Kazakhstan
SHAY;SHAY;72.78877;41.3016;1565.52997;1420216.684;4584796.385;4188677.087;Kazakhstan
SHB4;SHAB;72.07963;39.86064;1610.12054;1508898.178;4665964.135;4067151.78;Kyrgyzstan
SHB5;SHAB;72.07949;39.8606;1610.50275;1508910.364;4665963.387;4067148.752;Kyrgyzstan
SHD4;SHEL;80.48716;43.25071;2668.27441;769302.1998;4590846.295;4349658.166;Kazakhstan
SHE4;SHET;78.93551;43.68959;895.51727;886644.4033;4534136.917;4383836.057;Kazakhstan
SHE5;SHET;78.93552;43.6896;895.53221;886644.0846;4534136.741;4383836.325;Kazakhstan
SHE6;SHET;78.93554;43.68957;895.41653;886642.7636;4534139.171;4383833.925;Kazakhstan
SHEB;SHEB;83.59015;49.82798;822.99882;460294.9566;4097259.054;4851097.448;Kazakhstan
SHET;SHET;78.93561;43.68959;896.82951;886637.4245;4534139.589;4383836.85;Kazakhstan
SHI4;SHIL;71.53201;42.45383;1251.06798;1493290.652;4471273.285;4283776.398;Kyrgyzstan
SHI5;SHIL;71.53199;42.45383;1251.26836;1493292.297;4471272.937;4283776.435;Kyrgyzstan
SHI6;SHIL;71.53198;42.45384;1251.17477;1493292.378;4471272.152;4283777.088;Kyrgyzstan
SHIL;SHIL;71.53202;42.45381;1250.96196;1493289.673;4471274.624;4283775.204;Kyrgyzstan
SHL4;SHL4;79.30397;42.8681;2016.0393;869234.5061;4602040.844;4318145.08;Kazakhstan
SHN4;SHN4;71.3377;40.98458;547.16109;1543032.082;4568587.389;4161486.346;Uzbekistan
SHN5;SHN4;71.33766;40.98458;547.13672;1543035.335;4568585.791;4161486.849;Uzbekistan
SHO4;SHOL;80.06095;43.19683;2268.16508;804088.2162;4588748.856;4345020.774;Kazakhstan
SHOL;SHOL;80.06082;43.19684;2266.78041;804098.0824;4588745.448;4345020.526;Kazakhstan
SHR4;SHR4;75.48148;41.46691;2046.19355;1200303.854;4635050.538;4202774.247;Kyrgyzstan
SHR5;SHR4;75.48148;41.46695;2046.16802;1200303.997;4635047.872;4202777.088;Kyrgyzstan
SHTZ;SHTZ;68.12278;37.5621;405.84037;1886393.19;4697947.201;3867277.242;Tajikistan
SHY4;SHAY;72.78861;41.30158;1566.47817;1420230.053;4584794.541;4188675.984;Kazakhstan
SHY5;SHAY;72.78865;41.30159;1566.85366;1420226.293;4584795.037;4188677.285;Kazakhstan
SJK4;SJKU;77.95931;42.09482;2464.72581;989164.4373;4637453.746;4255076.871;Kyrgyzstan
SJKU;SJKU;77.95933;42.09485;2464.3249;989161.8493;4637451.264;4255079.548;Kyrgyzstan
SKA4;SKAR;72.91981;42.41037;1907.43238;1385660.675;4509705.743;4280655.007;Kyrgyzstan
SKA5;SKAR;72.91987;42.41034;1906.86823;1385656.431;4509708.611;4280652.627;Kyrgyzstan
SKA6;SKAR;72.91994;42.41041;1907.58438;1385649.122;4509706.029;4280658.735;Kyrgyzstan
SKAR;SKAR;72.91984;42.41035;1907.77292;1385658.683;4509707.625;4280654.329;Kyrgyzstan
SKR4;SKRA;79.32169;42.60409;2557.49025;871574.6367;4622265.119;4296963.799;Kyrgyzstan
SKT4;SKTT;76.35382;42.24627;1820.91995;1115927.278;4596476.815;4267117.411;Kyrgyzstan
SKTT;SKTT;76.35384;42.2463;1820.79929;1115925.314;4596475.514;4267119.108;Kyrgyzstan
SLP4;SLPN;83.49068;49.54124;390.81952;470132.3635;4120339.422;4830131.651;Kazakhstan
SLP5;SLPN;83.49069;49.54122;391.00331;470131.6493;4120341.022;4830130.615;Kazakhstan
SLPN;SLPN;83.49066;49.54122;390.91998;470133.9551;4120341.097;4830130.206;Kazakhstan
SME4;SMEK;75.77149;40.47549;3677.34437;1194882.485;4712267.589;4120676.43;Kyrgyzstan
SME5;SMEK;75.77145;40.47545;3677.42273;1194886.016;4712269.136;4120673.772;Kyrgyzstan
SMEK;SMEK;75.77147;40.47547;3677.23503;1194884.447;4712267.935;4120675.299;Kyrgyzstan
SMO4;SMON;77.62671;41.91808;3050.61684;1018977.43;4644896.31;4240875.753;Kyrgyzstan
SOK4;SOK4;74.23098;42.5792;1578.59899;1278595.199;4527803.498;4294264.895;Kyrgyzstan
SOK5;SOK4;74.23102;42.57919;1578.15964;1278592.207;4527804.146;4294264.449;Kyrgyzstan
SON4;SONG;75.42286;41.91406;3418.2993;1196987.694;4602829.831;4240788.715;Kyrgyzstan
SON5;SONG;75.42287;41.91415;3416.61526;1196984.191;4602822.554;4240794.972;Kyrgyzstan
SON6;SONG;75.4229;41.91408;3417.99565;1196983.061;4602828.929;4240790.484;Kyrgyzstan
SONG;SONG;75.42273;41.91418;3416.02797;1196994.657;4602816.896;4240797.318;Kyrgyzstan
SOS4;SOSN;73.90078;42.64416;1223.21264;1303240.967;4515413.033;4299336.475;Kyrgyzstan
SOSN;SOSN;73.90076;42.64414;1222.67707;1303242.065;4515413.487;4299334.87;Kyrgyzstan
SRB4;SRBL;78.30674;42.78554;1671.22015;950410.2302;4592069.789;4311191.588;Kyrgyzstan
SRB4;SRBL;78.30675;42.78554;1671.22015;950410.2302;4592069.789;4311191.588;Kyrgyzstan
SRB5;SRBL;78.30672;42.78563;1673.90846;950410.6513;4592069.761;4311191.509;Kyrgyzstan
SRB6;SRBL;78.30672;42.78548;1669.06554;950412.241;4592077.107;4311176.253;Kyrgyzstan
SRBL;SRBL;78.30676;42.78577;1677.20363;950406.2078;4592062.749;4311204.845;Kyrgyzstan
SRT4;SRTA;78.27457;43.2269;1884.4421;946221.4262;4558938.333;4347193.838;Kazakhstan
SRTE;SRTE;75.81393;42.12837;2323.86945;1161436.902;4594648.778;4257747.785;Kyrgyzstan
SSR4;SSR4;77.89037;42.34908;1612.10197;990628.3415;4617079.966;4275425.708;Kyrgyzstan
STE4;SRTE;75.81392;42.12835;2324.70744;1161437.527;4594650.818;4257746.674;Kyrgyzstan
STE5;SRTE;75.81387;42.12838;2323.99238;1161441.194;4594646.829;4257748.905;Kyrgyzstan
SUE4;SUEK;74.79087;42.26394;3118.26816;1240787.642;4563982.041;4269443.128;Kyrgyzstan
SUE5;SUEK;74.79089;42.26395;3118.4083;1240785.465;4563982.466;4269443.513;Kyrgyzstan
SUEK;SUEK;74.79084;42.26396;3118.60834;1240789.442;4563980.722;4269444.515;Kyrgyzstan
SUG4;SUGT;78.22586;43.4331;1244.14623;946793.6646;4542283.186;4363422.727;Kazakhstan
SUGU;I077;76.5124;39.80626;1173.66487;1144579.072;4772064.683;4062234.455;China
SUM4;SUM4;80.41237;42.90635;1843.08959;779547.1131;4615017.053;4321141.612;Kazakhstan
SUMK;SUMK;73.99711;44.20813;1012.17232;1262671.013;4402617.006;4425403.62;Kazakhstan
SUU4;SUUS;73.55481;42.20588;2381.51691;1340024.87;4539791.145;4264170.144;Kyrgyzstan
SUU5;SUUS;73.55481;42.20587;2381.53816;1340025.588;4539791.015;4264170.095;Kyrgyzstan
SUU6;SUUS;73.55488;42.20578;2381.74702;1340021.697;4539799.383;4264162.769;Kyrgyzstan
SUUS;SUUS;73.55533;42.20592;2382.19113;1339983.126;4539800.198;4264174.66;Kyrgyzstan
SYT4;SYTA;73.25708;39.73224;3166.75692;1415672.964;4705872.18;4057190.227;Kyrgyzstan
SYTA;SYTA;73.25712;39.73222;3166.41926;1415669.902;4705873.931;4057188.757;Kyrgyzstan
T010;T010;69.1992;38.0366;800.35134;1786451.35;4702669.315;3909137.88;Tajikistan
T014;T010;69.19922;38.0366;800.23342;1786449.876;4702669.932;3909137.621;Tajikistan
T015;T010;69.19925;38.0366;800.02802;1786447.778;4702671.015;3909136.947;Tajikistan
T020;T020;68.61634;37.93437;517.03221;1836662.727;4690549.078;3900018.767;Tajikistan
T024;T020;68.61638;37.93437;518.36777;1836659.665;4690551.025;3900020.046;Tajikistan
T025;T020;68.61632;37.93435;516.35979;1836664.87;4690549.069;3900016.681;Tajikistan
T030;T030;68.60963;38.74163;1398.1446;1817188.943;4639215.081;3970860.466;Tajikistan
T034;T030;68.6096;38.74161;1397.41869;1817191.636;4639214.901;3970858.277;Tajikistan
T035;T030;68.60959;38.7416;1397.35174;1817192.625;4639214.53;3970858.179;Tajikistan
T040;T040;68.5322;38.33441;1558.21074;1833811.854;4663086.946;3935594.431;Tajikistan
T044;T040;68.53222;38.33443;1557.95882;1833809.892;4663086.56;3935595.383;Tajikistan
T045;T040;68.53219;38.33441;1558.4103;1833813.587;4663087.124;3935593.742;Tajikistan
T050;T050;68.37073;39.08443;2171.1357;1827925.01;4609928.949;4000966.138;Tajikistan
T054;T050;68.37079;39.08444;2171.90296;1827920.246;4609931.104;4000967.051;Tajikistan
T055;T050;68.37079;39.08445;2171.86814;1827919.819;4609930.55;4000967.823;Tajikistan
T060;T060;68.85867;39.11225;2521.30182;1787995.189;4623764.999;4003584.472;Tajikistan
T064;T060;68.85866;39.11228;2521.12106;1787995.075;4623762.482;4003587.124;Tajikistan
T065;T060;68.85867;39.11221;2520.56494;1787996.121;4623766.897;4003580.714;Tajikistan
T070;T070;68.96733;38.85429;2455.88102;1785673.665;4643921.766;3981273.946;Tajikistan
T074;T070;68.96737;38.85431;2455.72914;1785670.082;4643922.031;3981274.99;Tajikistan
T075;T070;68.96735;38.85429;2455.70167;1785672.155;4643922.641;3981273.316;Tajikistan
T080;T080;69.22274;38.39308;689.32322;1775803.851;4680432.987;3940161.711;Tajikistan
T084;T080;69.2227;38.39312;690.1827;1775806.545;4680429.748;3940165.747;Tajikistan
T085;T080;69.22273;38.39308;690.0777;1775805.551;4680432.824;3940162.392;Tajikistan
T094;T094;68.66726;37.3726;343.46993;1846300.831;4727533.041;3850545.282;Tajikistan
T095;T094;68.66727;37.37258;343.51642;1846300.119;4727534.429;3850543.928;Tajikistan
T124;T120;69.42127;38.58522;1458.50431;1755120.949;4674691.568;3957338.53;Tajikistan
T125;T120;69.42124;38.58523;1458.753;1755123.329;4674690.151;3957339.542;Tajikistan
T130;T130;68.54464;39.38916;1463.35321;1805894.176;4595023.93;4026729.34;Tajikistan
T134;T130;68.54466;39.38916;1464.59729;1805892.556;4595026.015;4026729.652;Tajikistan
T135;T130;68.54465;39.38914;1462.79241;1805893.774;4595025.154;4026727.235;Tajikistan
T140;T140;69.27866;38.78264;1295.82795;1761858.859;4657377.557;3974345.167;Tajikistan
T144;T140;69.2791;38.78216;1298.31802;1761835.582;4657423.904;3974305.443;Tajikistan
T150;T150;69.27726;38.85301;1422.27389;1760273.838;4652843.655;3980514.881;Tajikistan
T154;T150;69.27725;38.85303;1421.35368;1760273.571;4652841.644;3980515.864;Tajikistan
T155;T150;69.27725;38.85304;1421.34906;1760273.614;4652841.092;3980516.477;Tajikistan
T160;T160;69.68516;38.31401;905.99475;1739922.211;4699879.294;3933413.036;Tajikistan
T164;T160;69.68518;38.31403;906.31278;1739920.294;4699878.959;3933414.789;Tajikistan
T165;T160;69.68517;38.31402;906.16368;1739920.918;4699879.474;3933413.663;Tajikistan
T170;T170;70.20124;39.12044;1296.24669;1678653.369;4662954.509;4003516.843;Tajikistan
T174;T170;70.20132;39.12069;1322.41681;1678647.478;4662959.195;4003555.343;Tajikistan
T175;T170;70.20131;39.12068;1322.41479;1678648.72;4662959.516;4003554.451;Tajikistan
T184;T184;69.89171;38.14667;938.17215;1726928.047;4716940.094;3918840.476;Tajikistan
T185;T184;69.89168;38.14664;938.2854;1726931.214;4716941.331;3918837.791;Tajikistan
T195;T194;69.81918;37.92293;694.36054;1738111.978;4728934.107;3899126.563;Tajikistan
T200;T200;70.05626;38.86908;1230.40138;1696419.605;4675152.777;3981784.067;Tajikistan
T204;T200;70.05626;38.8691;1230.19067;1696419.41;4675151.904;3981784.832;Tajikistan
T205;T200;70.05623;38.86907;1230.65923;1696422.34;4675153.332;3981782.673;Tajikistan
T230;T230;70.76688;38.57607;2628.91189;1645370.521;4716080.839;3957273.529;Tajikistan
T234;T230;70.76683;38.57607;2628.6983;1645374.091;4716079.48;3957273.31;Tajikistan
T235;T230;70.76687;38.57602;2627.52677;1645371.444;4716082.87;3957268.574;Tajikistan
T240;T240;70.851;39.22382;1612.98978;1623367.8;4675073.15;4012616.656;Tajikistan
T244;T240;70.85099;39.22384;1613.29142;1623368.308;4675071.509;4012618.794;Tajikistan
T245;T240;70.85106;39.22394;1609.83963;1623359.836;4675063.874;4012625.577;Tajikistan
T250;T250;71.67505;38.51807;2047.29359;1571533.132;4744945.927;3951873.578;Tajikistan
T254;T250;71.67431;38.51772;2035.11325;1571599.162;4744939.096;3951836.085;Tajikistan
T255;T250;71.67505;38.51809;2047.57109;1571532.705;4744944.465;3951875.94;Tajikistan
T260;T260;71.33661;39.24137;1801.23708;1583339.177;4687633.884;4014245.546;Tajikistan
T264;T260;71.33662;39.24139;1801.06091;1583338.096;4687632.903;4014246.795;Tajikistan
T265;T260;71.33656;39.24135;1802.50696;1583343.653;4687634.668;4014244.884;Tajikistan
T270;T270;71.66296;38.00318;2003.47928;1583661.835;4778186.527;3906955.38;Tajikistan
T274;T270;71.66293;38.00319;2004.75416;1583663.858;4778185.733;3906957.601;Tajikistan
T275;T270;71.66296;38.0032;2004.10706;1583661.381;4778185.748;3906957.503;Tajikistan
T280;T280;70.94613;38.89613;1878.04299;1623156.603;4699629.661;3984528.553;Tajikistan
T284;T280;70.94616;38.89616;1878.13791;1623153.453;4699628.895;3984530.872;Tajikistan
T285;T280;70.94619;38.89588;1877.78742;1623156.976;4699648.316;3984506.137;Tajikistan
T290;T290;71.61159;36.73005;2589.01247;1615153.227;4858610.926;3794973.401;Tajikistan
T294;T290;71.61158;36.73007;2589.14237;1615153.226;4858609.492;3794975.455;Tajikistan
T295;T290;71.61161;36.73007;2589.14018;1615150.899;4858610.138;3794975.614;Tajikistan
T310;T310;68.94943;38.66087;1506.62296;1791688.446;4655222.172;3963929.994;Tajikistan
T314;T310;68.94942;38.66087;1507.02857;1791689.645;4655222.443;3963929.802;Tajikistan
T315;T310;68.94949;38.66089;1504.95295;1791682.903;4655221.599;3963930.487;Tajikistan
T320;T320;71.92281;38.09542;2182.088;1560059.888;4779452.379;3915130.941;Tajikistan
T324;T320;71.92284;38.09543;2182.60934;1560057.222;4779453.185;3915131.867;Tajikistan
T325;T320;71.92284;38.09541;2182.92625;1560057.718;4779454.958;3915130.042;Tajikistan
T334;T330;72.66788;39.49472;3157.23801;1468998.99;4707117.398;4036858.978;Kyrgyzstan
T335;T330;72.66785;39.4947;3156.08809;1469001.423;4707116.845;4036856.905;Kyrgyzstan
T350;T350;72.48319;38.31142;2577.22869;1508869.995;4780632.32;3934222.657;Tajikistan
T354;T350;72.4832;38.31144;2576.2498;1508868.05;4780630.232;3934224.338;Tajikistan
T355;T350;72.48317;38.31143;2575.98344;1508870.791;4780630.183;3934222.916;Tajikistan
T364;T360;73.12014;37.46103;4222.51168;1472848.647;4853847.812;3860700.175;Tajikistan
T365;T360;73.1201;37.46107;4221.98202;1472851.145;4853843.956;3860703.173;Tajikistan
T374;T370;72.76367;39.91757;2522.43084;1452091.619;4680441.464;4072588.334;Kyrgyzstan
T375;T370;72.76364;39.91755;2522.39977;1452094.278;4680441.578;4072587.244;Kyrgyzstan
T384;T380;73.2797;38.90241;3923.49307;1430786.362;4762928.062;3986355.664;Tajikistan
T385;T380;73.27973;38.90241;3923.08539;1430784.163;4762928.491;3986355.29;Tajikistan
T390;T390;73.42696;39.22588;4162.59857;1412134.116;4745063.721;4014406.163;Tajikistan
T394;T390;73.42695;39.22587;4162.50259;1412135.248;4745063.772;4014405.555;Tajikistan
T395;T390;73.42701;39.22589;4162.50933;1412129.696;4745064.439;4014406.722;Tajikistan
T404;T400;73.10576;38.55373;3667.00182;1452222.334;4781555.937;3955980.868;Tajikistan
T405;T400;73.10578;38.55375;3667.18839;1452220.75;4781555.207;3955982.634;Tajikistan
T410;T410;73.63792;38.14584;3524.33774;1415636.36;4821700.551;3920364.212;Tajikistan
T414;T410;73.63795;38.14582;3524.31763;1415634.602;4821702.207;3920362.794;Tajikistan
T420;T420;73.41514;37.79332;3879.13658;1441329.095;4839513.118;3889718.2;Tajikistan
T424;T420;73.41513;37.79331;3879.03401;1441330.179;4839513.508;3889717.151;Tajikistan
T425;T420;73.41518;37.79334;3879.40543;1441325.699;4839512.888;3889720.173;Tajikistan
T434;T430;74.06121;37.52287;4393.54947;1391819.108;4873494.728;3866253.067;Tajikistan
T435;T430;74.06123;37.52291;4392.64599;1391816.296;4873492.018;3866256.041;Tajikistan
T444;T440;73.6177;38.56029;4442.47872;1409484.994;4794486.475;3957034.035;Tajikistan
T445;T440;73.61774;38.56026;4442.03517;1409481.795;4794488.992;3957031.426;Tajikistan
T450;T450;74.82845;37.54021;3834.81393;1326013.252;4890134.452;3867440.45;Tajikistan
T454;T450;74.82842;37.54021;3833.83391;1326015.568;4890133.183;3867439.647;Tajikistan
T455;T450;74.8286;37.54028;3841.43184;1326000.318;4890138.566;3867450.549;Tajikistan
T464;T460;74.18466;37.83559;4227.55526;1375493.47;4855929.383;3893640.869;Tajikistan
T465;T460;74.18469;37.83556;4227.45015;1375492.137;4855931.593;3893638.449;Tajikistan
T474;T470;73.45948;38.95646;3919.09936;1414759.513;4763774.007;3991023.75;Tajikistan
T475;T470;73.45951;38.95645;3918.97535;1414757.42;4763775.643;3991022.351;Tajikistan
T504;T504;73.24326;39.6398;3191.82571;1418703.343;4711827.773;4049304.444;Kyrgyzstan
T514;T510;73.22967;39.79849;2866.3837;1416499.228;4700465.865;4062655.353;Kyrgyzstan
T515;T510;73.22966;39.79848;2865.87754;1416499.957;4700466.125;4062654.041;Kyrgyzstan
T524;T520;73.42595;39.92511;2301.04788;1397692.914;4696235.235;4073088.616;Kyrgyzstan
T525;T520;73.42589;39.92512;2300.99914;1397697.713;4696232.679;4073089.798;Kyrgyzstan
TAD4;TAD4;77.04001;42.11245;1801.99002;1063035.721;4619227.667;4256085.756;Kyrgyzstan
TAD5;TAD4;77.03998;42.11242;1802.15212;1063038.425;4619228.92;4256083.973;Kyrgyzstan
TALA;TALA;72.21045;42.44547;1498.51807;1440489.967;4489412.153;4283257.527;Kyrgyzstan
TALG;TALG;77.32713;43.29087;1325.70845;1020317.369;4537519.073;4351988.396;Kazakhstan
TAM4;TAM4;77.5533;42.13706;1700.26165;1021200.421;4626700.484;4258045.906;Kyrgyzstan
TAR4;TARG;66.51878;39.40613;898.76616;1966552.784;4526813.281;4027829.051;Uzbekistan
TAR5;TARG;66.51874;39.40616;899.51377;1966555.152;4526810.156;4027832.567;Uzbekistan
TARG;TARG;66.5187;39.40616;898.7253;1966558.093;4526808.389;4027831.887;Uzbekistan
TAS4;TASH;69.55101;40.97262;474.51759;1685010.158;4519015.542;4160441.942;Uzbekistan
TAS5;TASH;69.55096;40.97263;474.35261;1685013.55;4519013.292;4160442.754;Uzbekistan
TASC;TASC;69.29557;41.32805;439.69031;1695945.358;4487138.511;4190140.678;China
TASH;TASH;69.29557;41.32805;439.69161;1695945.283;4487138.532;4190140.688;Uzbekistan
TAXK;TAXK;75.21091;37.84696;3033.30254;1287862.808;4878125.74;3893904.726;China
TEG4;TEGE;76.59367;42.13724;2022.70539;1098597.367;4609168.416;4258276.756;Kyrgyzstan
TEG5;TEGE;76.59361;42.13703;2021.31452;1098605.386;4609181.17;4258258.849;Kyrgyzstan
TEG6;TEGE;76.59346;42.13709;2022.88146;1098616.527;4609175.575;4258264.346;Kyrgyzstan
TEGE;TEGE;76.59368;42.13727;2022.47535;1098597.553;4609165.468;4258279.772;Kyrgyzstan
TEK0;TEKL;78.84156;44.85535;1278.26761;876628.9683;4444216.289;4476868.901;Kazakhstan
TEK4;TEKL;78.84158;44.85533;1277.90926;876628.0159;4444217.949;4476866.84;Kazakhstan
TEK5;TEKL;78.84161;44.8553;1277.21876;876626.4375;4444220.181;4476863.972;Kazakhstan
TEK6;TEKL;78.84161;44.85529;1277.06885;876626.1076;4444220.8;4476863.221;Kazakhstan
TEKL;TEKL;78.84158;44.85531;1277.24902;876628.3052;4444218.591;4476865.287;Kazakhstan
TEM4;TEMR;73.33268;41.7852;1085.68786;1366308.571;4563596.929;4228567.048;Kyrgyzstan
TEMR;TEMR;73.33268;41.78514;1083.84769;1366308.909;4563600.072;4228560.862;Kyrgyzstan
TEN4;RTEN;80.86609;46.08142;754.3876;703599.3155;4376127.329;4572072.647;Kazakhstan
TEN5;RTEN;80.86608;46.08139;754.05899;703599.6531;4376129.004;4572070.55;Kazakhstan
TER4;TERK;71.14572;41.53886;1662.81843;1545480.358;4525756.662;4208506.784;Kyrgyzstan
TER5;TERK;71.14576;41.53896;1664.83406;1545474.479;4525752.634;4208516.018;Kyrgyzstan
TERK;TERK;71.14577;41.53885;1662.33487;1545476.342;4525758.775;4208505.083;Kyrgyzstan
TERM;TERM;83.63028;50.3821;902.33599;452183.7839;4050629.328;4890694.877;Kazakhstan
TGU4;TGUZ;74.72198;41.51076;2598.37157;1260896.795;4616018.58;4206789.175;Kyrgyzstan
TGU5;TGUZ;74.72194;41.51075;2597.96232;1260899.921;4616017.827;4206788.448;Kyrgyzstan
TGU6;TGUZ;74.72197;41.51073;2597.56241;1260898.208;4616020.177;4206785.794;Kyrgyzstan
TGUZ;TGUZ;74.72198;41.51074;2597.95359;1260896.981;4616019.404;4206787.639;Kyrgyzstan
THAI;THAI;79.58078676;35.45902103;4890.42725;941324.8975;5119207.088;3682302.622;China
THR4;TSHR;75.26314;40.88852;2864.74326;1228877.597;4671955.153;4154946.783;Kyrgyzstan
THR5;TSHR;75.26308;40.88852;2864.7777;1228882.811;4671953.517;4154947.031;Kyrgyzstan
THR6;TSHR;75.2631;40.88852;2865.04819;1228881.447;4671953.921;4154947.508;Kyrgyzstan
TKB4;TKB4;74.42132;42.78856;861.79398;1259169.838;4516327.499;4310878.71;Kyrgyzstan
TKB5;TKB4;74.42136;42.78856;861.8672;1259166.963;4516328.487;4310878.624;Kyrgyzstan
TKL4;TKLU;74.66367;42.60589;1748.23911;1243867.335;4535514.489;4296563.527;Kyrgyzstan
TKL5;TKLU;74.66372;42.60591;1748.98844;1243863.425;4535514.504;4296565.76;Kyrgyzstan
TKLU;TKLU;74.66371;42.60592;1748.82061;1243863.905;4535513.939;4296565.99;Kyrgyzstan
TOK4;TOKO;75.83691;42.35506;2166.04386;1155422.074;4578581.645;4276289.969;Kyrgyzstan
TOK5;TOKO;75.83693;42.35508;2165.47468;1155419.778;4578580.034;4276291.448;Kyrgyzstan
TOK6;TOKO;75.83684;42.35509;2165.948;1155426.944;4578578.121;4276292.337;Kyrgyzstan
TOK7;TOKO;75.83685;42.35509;2165.51279;1155425.554;4578577.899;4276292.255;Kyrgyzstan
TOKO;TOKO;75.83687;42.35507;2165.52011;1155425.448;4578579.644;4276290.148;Kyrgyzstan
TON4;TON4;77.05237;42.15647;1596.97812;1061270.49;4616110.349;4259575.723;Kyrgyzstan
TOR4;TORK;73.15964;41.89502;1359.87234;1377786.078;4551855.866;4237839.2;Kyrgyzstan
TOR5;TORK;73.15965;41.89502;1359.79826;1377785.01;4551856.101;4237839.46;Kyrgyzstan
TOR6;TORK;73.15964;41.89502;1359.75048;1377785.89;4551856.293;4237838.887;Kyrgyzstan
TORK;TORK;73.1595;41.89488;1353.94223;1377799.224;4551858.382;4237823.446;Kyrgyzstan
TOS1;TOSS;77.31158;42.17639;1664.86509;1040060.762;4619463.523;4261261.34;Kyrgyzstan
TOS4;TOSS;77.31136;42.17626;1666.73774;1040080.729;4619471.374;4261251.753;Kyrgyzstan
TOS5;TOSS;77.31171;42.17652;1663.22501;1040047.363;4619455.971;4261271.191;Kyrgyzstan
TOS6;TOSS;77.31176;42.17659;1662.6262;1040042.722;4619451.339;4261276.42;Kyrgyzstan
TOS7;TOSS;77.31511;42.1769;1600.90268;1039756.783;4619444.76;4261260.897;Kyrgyzstan
TOS8;TOSS;77.31511;42.17686;1601.18195;1039757.523;4619448.029;4261257.614;Kyrgyzstan
TOSS;TOSS;77.31158;42.17639;1664.68297;1040060.206;4619463.965;4261261.656;Kyrgyzstan
TRB4;TRBT;69.66246;41.77852;903.9192;1655763.177;4467111.271;4227892.647;Kazakhstan
TRG4;TRGT;75.38275;40.57819;3548.65711;1224931.07;4696782.282;4129266.531;Kyrgyzstan
TRG5;TRGT;75.38275;40.57817;3548.75264;1224930.811;4696784.104;4129264.701;Kyrgyzstan
TRG6;TRGT;75.38276;40.57818;3548.83003;1224930.261;4696783.159;4129266.043;Kyrgyzstan
TRGT;TRGT;75.38275;40.5782;3548.41517;1224930.015;4696781.444;4129267.478;Kyrgyzstan
TRKY;TRKY;80.12619;45.51379;762.86999;767808.4918;4411246.149;4528087.233;Kazakhstan
TRM4;TERM;83.63027;50.38208;902.25992;452184.7593;4050630.599;4890693.633;Kazakhstan
TRM5;TERM;83.63026;50.38212;901.88585;452184.8895;4050627.246;4890695.938;Kazakhstan
TRMS;TRMS;66.20564;40.31898;1143.47909;1965125.007;4456720.605;4105795.149;Uzbekistan
TRS4;TRMS;66.20565;40.31903;1144.54233;1965122.643;4456718.578;4105800.094;Uzbekistan
TRS5;TRMS;66.20561;40.319;1143.79213;1965126.523;4456719.049;4105796.571;Uzbekistan
TRY4;TRKY;80.12622;45.51375;763.715;767806.3966;4411250.137;4528084.912;Kazakhstan
TRY5;TRKY;80.12623;45.51374;763.48375;767806.2144;4411250.878;4528083.907;Kazakhstan
TSH1;TSHB;74.78985;42.05496;2110.52662;1244761.278;4578270.64;4251560.884;Kyrgyzstan
TSH2;TSHB;74.78985;42.05496;2110.52662;1244760.501;4578291.543;4251541.354;Kyrgyzstan
TSH4;TSHB;74.78985;42.05496;2110.52662;1244762.425;4578279.818;4251552.468;Kyrgyzstan
TSH5;TSHB;74.78987;42.05488;2111.06727;1244762.372;4578286.791;4251545.828;Kyrgyzstan
TSH6;TSHB;74.78987;42.05491;2110.80201;1244761.853;4578284.054;4251548.513;Kyrgyzstan
TSHB;TSHB;74.78985;42.05502;2110.06819;1244761.097;4578275.355;4251557.013;Kyrgyzstan
TSHR;TSHR;75.2631;40.88854;2865.29591;1228880.975;4671953.272;4154948.797;Kyrgyzstan
TTR4;TTRT;77.11965;42.08768;2419.5568;1057127.967;4622946.19;4254457.646;Kyrgyzstan
TTR5;TTRT;77.11963;42.08766;2418.53069;1057129.753;4622946.578;4254455.253;Kyrgyzstan
TTR7;TTRT;77.11969;42.08763;2418.67727;1057124.514;4622949.79;4254453.311;Kyrgyzstan
TTRT;TTRT;77.11968;42.08765;2418.83814;1057125.784;4622947.938;4254455.22;Kyrgyzstan
